0.364717 0.374529 0.301441 0.606930 0.660612 0.569719 1.136952 0.077794 0.000000 0.454126 1.408125
0.351002 0.334261 0.278831 0.628431 0.636629 0.530894 1.007808 0.048973 0.268323 1.000000 1.097923
0.443469 0.381800 0.320669 0.683826 0.705088 0.644092 1.059961 0.990423 0.000001 0.987932 13.640245
0.443656 0.344776 0.313757 0.605216 0.666199 0.603532 1.015273 0.000000 0.000000 1.000000 1.043068
0.459510 0.331345 0.383011 0.592658 0.732514 0.615405 1.112824 0.745547 0.177164 1.000000 2.457885
0.367505 0.342641 0.347694 0.653868 0.718382 0.590896 1.078488 0.203287 0.007569 1.000000 1.297300
0.394396 0.338103 0.287276 0.578541 0.806553 0.644464 1.042663 0.027610 0.002099 0.000001 1.099429
0.440768 0.336118 0.333794 0.562175 0.731854 0.660653 1.083710 0.982379 0.000000 0.958084 3.555313
0.356209 0.398718 0.290302 0.592040 0.669403 0.650644 1.178391 0.378585 0.071933 1.000000 1.321614
0.342246 0.351433 0.283753 0.623512 0.674366 0.625497 1.169611 0.676545 0.297917 1.000000 2.454785
0.388272 0.318772 0.346681 0.537253 0.781949 0.638552 1.173680 0.010155 0.946654 0.000001 3.813409
0.398666 0.369161 0.329347 0.633485 0.739604 0.597629 1.017959 0.572792 0.149154 1.000000 1.318513
0.410896 0.320404 0.337123 0.638591 0.748091 0.592522 1.121717 0.614044 0.257604 1.000000 2.571504
0.357546 0.436159 0.278074 0.571118 0.657119 0.659965 1.053849 0.000002 0.000000 1.000000 1.027352
0.383226 0.410537 0.299722 0.577840 0.789428 0.644811 1.021363 0.408840 0.561015 1.000000 3.448697
0.369458 0.314933 0.308326 0.606162 0.706619 0.581701 1.009291 0.000004 0.000000 1.000000 1.119907
0.316745 0.398147 0.325208 0.596918 0.602198 0.604603 1.011637 0.354612 0.056683 1.000000 1.369911
0.364796 0.368024 0.283501 0.545913 0.795573 0.554268 0.971238 0.000000 0.000000 1.000000 1.297475
0.413108 0.319694 0.333144 0.615840 0.655482 0.600886 1.017078 0.000000 0.000000 1.000000 1.160709
0.423916 0.320321 0.346153 0.571936 0.711728 0.655610 0.979419 0.441827 0.542813 1.000000 3.518143
0.357386 0.397861 0.265256 0.482464 0.661308 0.595966 1.046175 0.000000 0.000000 1.000000 1.228536
0.435766 0.368991 0.319973 0.598805 0.737348 0.571855 1.059799 0.000000 0.000000 1.000000 1.054927
0.420339 0.284874 0.352446 0.576344 0.722518 0.599461 1.057515 0.000000 0.000000 1.000000 1.244718
0.359001 0.418319 0.281823 0.560927 0.838639 0.646821 1.222408 0.000000 0.000000 1.000000 1.308122
0.365182 0.318718 0.352950 0.615506 0.700367 0.544568 0.933943 0.000000 0.000000 1.000000 1.166520
0.347478 0.463021 0.298217 0.579218 0.789106 0.613088 1.087269 0.964988 0.000003 0.985187 3.119385
0.388636 0.408867 0.374520 0.605116 0.733916 0.633783 1.076559 0.529564 0.088672 1.000000 1.799244
0.469352 0.349095 0.342909 0.601927 0.699848 0.640304 0.976917 0.975875 0.000003 0.988903 3.073311
0.494178 0.338450 0.347428 0.577209 0.693613 0.529001 0.968814 0.558897 0.239701 1.000000 1.550587
0.398317 0.292955 0.329476 0.521801 0.709286 0.616671 1.005326 0.000000 0.000000 1.000000 1.254429
0.335741 0.402357 0.322903 0.595746 0.705952 0.623884 1.019999 0.370792 0.558674 1.000000 2.966447
0.392893 0.323413 0.373372 0.527861 0.690672 0.615862 1.037209 0.018587 0.000000 0.000001 1.220790
0.506564 0.313038 0.311167 0.628091 0.682017 0.611487 1.124366 0.897038 0.000000 0.938323 1.929270
0.362693 0.337085 0.314536 0.565709 0.689642 0.495438 1.116011 0.000000 0.000000 1.000000 1.094499
0.447177 0.335752 0.307547 0.641462 0.669686 0.655652 0.984761 0.971697 0.000000 0.921092 3.713003
0.397406 0.413611 0.274157 0.682505 0.796494 0.690590 1.224325 0.044305 0.942116 1.000000 9.498304
0.497459 0.326886 0.272502 0.582569 0.684612 0.683169 1.140530 0.427916 0.234007 1.000000 1.350277
0.398151 0.330405 0.343398 0.561975 0.662590 0.556560 1.017673 0.000000 0.000000 1.000000 1.160755
0.372554 0.343945 0.358266 0.596001 0.751638 0.616827 1.152905 0.737004 0.186496 1.000000 2.925799
0.432448 0.338206 0.306046 0.576123 0.668874 0.630965 1.105350 0.000000 0.000000 1.000000 1.145422
0.372626 0.323151 0.319530 0.598321 0.656105 0.625837 0.995505 0.000000 0.000000 1.000000 1.260631
0.383182 0.365466 0.326683 0.586114 0.568979 0.625399 1.045519 0.584946 0.227346 1.000000 1.540957
0.398028 0.354069 0.338017 0.579352 0.800355 0.606939 1.024114 0.598452 0.344732 1.000000 2.006931
0.429417 0.378963 0.286293 0.582063 0.704961 0.631852 1.086597 0.472466 0.110107 1.000000 1.255168
0.385905 0.399355 0.288930 0.567139 0.695336 0.601584 1.044848 0.824620 0.108598 1.000000 2.145537
0.396682 0.353085 0.330642 0.598451 0.745577 0.564592 1.076030 0.000000 0.000000 1.000000 1.161418
0.420278 0.364187 0.329403 0.589908 0.720416 0.554828 1.009965 0.267304 0.060414 1.000000 1.279794
0.450144 0.308562 0.294495 0.672689 0.686217 0.625140 1.093416 0.795238 0.159578 1.000000 2.161402
0.413095 0.334760 0.312172 0.591393 0.714944 0.629358 1.038614 0.000000 0.000000 1.000000 1.114749
0.375208 0.404382 0.326085 0.545864 0.631980 0.654195 0.890341 0.057214 0.000000 0.073053 1.221324
0.407264 0.370868 0.312593 0.584585 0.745884 0.679338 1.099370 0.267711 0.713352 1.000000 4.047635
0.372895 0.315588 0.298331 0.537894 0.681850 0.557298 0.982915 0.472802 0.479827 1.000000 2.471495
0.380058 0.405309 0.275066 0.560950 0.698293 0.632499 1.090801 0.384994 0.044412 1.000000 1.241918
0.436339 0.355020 0.300852 0.631876 0.795787 0.565593 0.995717 0.407051 0.557581 1.000000 3.694525
0.440849 0.414898 0.279807 0.607605 0.675555 0.648658 1.050104 0.810277 0.176566 1.000000 6.836346
0.460026 0.382534 0.340595 0.567040 0.781024 0.646347 1.161094 0.247316 0.026723 0.966458 1.332209
0.388947 0.344867 0.317353 0.532683 0.699170 0.567324 1.109761 0.000000 0.000000 1.000000 1.114998
0.435828 0.335882 0.367879 0.601824 0.738616 0.622881 0.888740 0.195148 0.793967 1.000000 5.009985
0.380671 0.393996 0.364332 0.612114 0.678885 0.614448 1.261577 0.460645 0.075262 1.000000 1.559921
0.433171 0.328861 0.312731 0.564213 0.708819 0.567770 1.004952 0.824989 0.000000 0.939089 1.632929
0.385177 0.354397 0.354996 0.565944 0.726227 0.679561 1.002915 0.295513 0.019259 1.000000 1.372975
0.406860 0.369295 0.365840 0.674059 0.773393 0.639637 1.129489 0.511248 0.414073 1.000000 2.873232
0.404053 0.356216 0.351954 0.633633 0.700936 0.589501 1.114213 0.000000 0.000000 1.000000 1.105990
0.428146 0.325172 0.343267 0.614660 0.751609 0.646280 1.108536 0.000000 0.000000 1.000000 1.113701
0.464793 0.343010 0.369959 0.673078 0.735532 0.592859 1.133893 0.590226 0.055341 1.000000 1.727159
0.401689 0.374350 0.305318 0.605977 0.791355 0.602066 1.035967 0.905449 0.000030 0.993773 1.924691
0.385464 0.372310 0.362765 0.554242 0.683933 0.642377 1.023116 0.000000 0.000000 1.000000 1.106623
0.415969 0.351374 0.282608 0.598070 0.686132 0.538109 1.159475 0.026025 0.003154 0.000001 1.000000
0.372169 0.325082 0.337546 0.596899 0.791893 0.603498 1.071201 0.938648 0.000005 0.988238 2.475491
0.424087 0.332982 0.257486 0.578241 0.758365 0.572478 1.237610 0.000000 0.000000 1.000000 1.087359
0.386596 0.328261 0.326546 0.641760 0.752487 0.674755 0.989217 0.000000 0.000000 1.000000 1.033188
0.399685 0.378929 0.387951 0.595286 0.703239 0.615179 1.049780 0.479540 0.049767 1.000000 1.741790
0.384766 0.365987 0.313387 0.579367 0.649678 0.647416 1.051274 0.026374 0.738454 0.000001 1.470491
0.408123 0.373007 0.327559 0.640475 0.680525 0.542490 1.172177 0.000012 0.000000 1.000000 1.006981
