0.301683,0.390671,0.324432,0.794851,0.687593,0.640089,1.064607,0.008666,0.905355,0.000001,1.763615
0.307644,0.418216,0.398897,0.697131,0.746321,0.716879,1.036364,0.278225,0.000000,0.773821,1.242018
0.249510,0.407787,0.293598,0.752036,0.657193,0.649422,1.261096,0.028962,0.000000,0.000001,1.148289
0.314301,0.375812,0.307403,0.736404,0.758672,0.707435,1.076048,0.363022,0.078306,1.000000,1.519921
0.241471,0.360881,0.340018,0.766640,0.733287,0.647325,1.147998,0.000000,0.000000,1.000000,1.208293
0.311068,0.410089,0.296855,0.860025,0.649933,0.701429,1.036997,0.000004,0.000001,1.000000,1.002614
0.280242,0.369568,0.340806,0.773714,0.768538,0.719909,1.208271,0.553773,0.330097,1.000000,2.513871
0.325132,0.361094,0.291556,0.782319,0.664544,0.716709,1.264362,0.493623,0.381436,1.000000,1.793450
0.267163,0.413062,0.365276,0.715813,0.670384,0.643621,1.076262,0.000000,0.000000,1.000000,1.069412
0.320629,0.403492,0.319924,0.862921,0.716891,0.714440,1.214276,0.694879,0.000000,0.919678,1.546277
0.320343,0.409986,0.328717,0.787007,0.672540,0.699734,1.083290,0.000002,0.000000,1.000000,1.208497
0.307416,0.346613,0.345018,0.727848,0.760711,0.595846,1.095282,0.000000,0.000000,1.000000,1.197243
0.302285,0.439170,0.332878,0.712379,0.701204,0.639206,1.099836,0.154494,0.000000,0.554559,1.245919
0.284326,0.379917,0.304183,0.766189,0.682709,0.696921,1.140051,0.000000,0.000000,1.000000,1.291859
0.277875,0.415709,0.277079,0.720447,0.698948,0.641971,0.993309,0.000000,0.000000,1.000000,1.126417
0.268738,0.325660,0.377661,0.738355,0.706344,0.740274,1.113467,0.052161,0.004219,1.000000,1.326640
0.261920,0.359507,0.309825,0.719280,0.650447,0.692174,1.108746,0.000000,0.000000,1.000000,1.118309
0.256149,0.447158,0.274527,0.697022,0.791733,0.646926,1.093073,0.581756,0.291407,1.000000,2.327619
0.283151,0.427434,0.343482,0.722849,0.736970,0.739297,1.084142,0.000000,0.000000,1.000000,1.184437
0.290927,0.369490,0.332064,0.775624,0.655666,0.579109,1.051555,0.572855,0.058365,1.000000,1.613643
0.321836,0.439044,0.327130,0.751534,0.661221,0.629397,1.126658,0.317652,0.632794,1.000000,3.027105
0.307788,0.404334,0.322571,0.723958,0.648502,0.669248,1.268834,0.473244,0.000001,0.836783,1.561986
0.289437,0.402216,0.294742,0.775130,0.671916,0.683075,1.098502,0.695439,0.297022,1.000000,5.499900
