0.394879,0.253968,0.336234,0.820884,0.571551,0.722165,0.869204,0.000010,1.556747,0.005000,1.181030
0.399931,0.237994,0.344845,0.760627,0.624449,0.744198,0.850934,0.999990,99.000000,10.009763,1.000000
0.331100,0.265035,0.360332,0.846006,0.594382,0.696361,0.838564,0.999990,99.000000,2.785412,1.000000
0.404905,0.272192,0.333264,0.702628,0.656086,0.712046,0.892545,0.999990,99.000000,7.208428,1.000000
0.389746,0.272219,0.283683,0.817652,0.619585,0.683073,0.870423,0.000010,2.117455,0.005000,1.097944
0.372126,0.298074,0.274222,0.768802,0.580057,0.674797,0.902047,0.000010,2.311439,0.005000,1.109279
0.382555,0.249990,0.340635,0.853987,0.638563,0.754861,0.916499,0.000010,1.908890,0.005000,1.020315
0.372936,0.241765,0.298283,0.814294,0.658570,0.736798,0.937260,0.000010,2.136937,0.005000,1.089885
0.341503,0.253735,0.358741,0.753661,0.575051,0.640413,0.921061,0.999990,99.000000,4.462950,1.000000
0.429910,0.257268,0.361229,0.799102,0.615987,0.821486,0.958997,0.000010,2.112018,0.005000,1.186604
0.423392,0.248539,0.378528,0.832456,0.675367,0.633217,0.924258,0.000010,2.188228,0.005000,1.228442
0.364335,0.245626,0.401674,0.810796,0.655785,0.683804,0.898754,0.000010,2.426030,0.005000,1.040108
0.358653,0.271717,0.328529,0.826839,0.630812,0.752750,0.826876,0.935445,99.000000,9.086573,2.354059
0.375593,0.277504,0.318805,0.818165,0.569818,0.679469,0.888616,0.000010,2.156703,0.005000,1.071446
0.386653,0.224462,0.370551,0.886123,0.557343,0.644879,0.842980,0.000010,1.880338,0.005000,1.127053
0.359200,0.268513,0.318495,0.721352,0.668281,0.774134,0.957150,0.000010,2.737628,0.005000,1.152535
0.348151,0.271558,0.350681,0.783645,0.670381,0.667529,0.969012,0.000010,2.627195,0.005000,1.212784
0.370337,0.274969,0.354774,0.767518,0.616077,0.784632,0.844022,0.999990,99.000000,5.840771,2.737600
0.363774,0.284008,0.275615,0.826185,0.658296,0.668540,0.840199,0.000010,2.616701,0.005000,1.101994
0.338381,0.304875,0.282992,0.803679,0.625282,0.640100,0.865668,0.000010,2.179451,0.005000,1.088414
0.419189,0.247156,0.334873,0.709378,0.658273,0.659507,0.983526,0.999990,99.000000,1.633522,1.000000
0.429696,0.321558,0.308850,0.795560,0.638674,0.739147,0.877029,0.000010,2.686428,0.005000,1.086176
0.415621,0.296861,0.334697,0.831427,0.581692,0.832753,0.850648,0.000010,1.922233,0.005000,1.068048
0.353820,0.275636,0.355955,0.750880,0.634471,0.667715,0.952813,0.000010,2.327710,0.005000,1.054526
0.419268,0.247304,0.387484,0.719726,0.658722,0.733163,0.965816,0.000010,2.180783,0.005000,1.181106
0.466721,0.284542,0.314304,0.729965,0.537742,0.697345,0.864588,0.000010,2.427090,0.005000,1.033543
0.336586,0.272932,0.343212,0.823517,0.673596,0.687678,0.892620,0.000010,2.185991,0.005000,1.105045
0.407988,0.288435,0.323410,0.705157,0.609164,0.711672,0.807952,0.999990,99.000000,9.687128,90.354241
0.430749,0.277240,0.340942,0.767720,0.605411,0.693996,0.937131,0.000010,2.330923,0.005000,1.052510
0.426240,0.291996,0.359293,0.794146,0.667414,0.754292,0.822022,0.862093,99.000000,6.903675,1.718649
0.385752,0.276280,0.358232,0.864714,0.742941,0.729945,0.927075,0.999169,98.768302,12.094274,170.169277
0.431912,0.247435,0.304916,0.765430,0.645986,0.680684,0.895050,0.999990,99.000000,3.815134,1.000000
0.389282,0.268901,0.336499,0.743345,0.647556,0.698267,0.866785,0.000010,2.787419,0.005000,1.071266
0.328172,0.271332,0.357814,0.739785,0.698776,0.668774,0.905131,0.000010,4.571640,0.005000,1.070446
0.339010,0.266819,0.339697,0.799098,0.586861,0.784373,0.902694,0.000010,2.708464,0.005000,1.051379
0.416320,0.229171,0.312141,0.789907,0.581359,0.702397,0.885094,0.000010,1.733618,0.005007,1.093193
0.407913,0.304516,0.398097,0.747242,0.632611,0.643259,0.902372,0.000010,3.366426,0.005000,1.055976
0.433477,0.279407,0.296962,0.738103,0.658386,0.777370,0.895976,0.000010,2.336418,0.005000,1.097087
0.414826,0.294750,0.315898,0.808035,0.630064,0.696466,0.843295,0.000010,1.920954,0.005000,1.150706
0.425621,0.301907,0.328324,0.779736,0.650875,0.692435,0.821615,0.000010,2.466268,0.005000,1.035600
0.400407,0.346327,0.312806,0.842524,0.715271,0.675411,0.953648,0.000010,2.672632,0.005000,1.093304
0.338531,0.257990,0.357506,0.851606,0.644655,0.773956,0.987877,0.000010,2.116118,0.005000,1.138202
0.356468,0.288207,0.292084,0.772219,0.662127,0.680564,0.966898,0.999990,99.000000,4.574882,1.000000
0.382548,0.266571,0.369867,0.748610,0.634340,0.700979,0.933335,0.000010,1.753334,0.005000,1.134732
0.379855,0.287893,0.352955,0.824672,0.713188,0.651247,0.918026,0.000010,2.641863,0.005000,1.020810
0.368675,0.293932,0.354755,0.850014,0.621627,0.703496,1.040209,0.000010,2.369193,0.005000,1.068810
0.366436,0.322621,0.292384,0.780574,0.650886,0.698703,0.975023,0.989518,2.298833,0.012583,2.627276
0.331777,0.269792,0.368066,0.736497,0.705768,0.758218,0.959520,0.000010,3.072190,0.005000,1.071624
0.419000,0.325784,0.322741,0.840408,0.708128,0.683711,0.961274,0.981927,2.372764,0.005000,2.203926
