0.374088,0.294895,0.281072,0.721355,0.721219,0.683668,1.071974,0.994510,99.000000,0.005000,12.705825
0.358291,0.311753,0.273693,0.699108,0.685453,0.637825,1.078983,0.000010,2.171176,0.005000,1.240868
0.404888,0.276218,0.289526,0.675499,0.738805,0.670130,0.957913,0.991046,49.894181,0.005000,8.091338
0.321183,0.341900,0.293050,0.744929,0.699921,0.620754,1.072395,0.993109,1.783394,0.005000,8.311307
0.370352,0.388427,0.256709,0.671958,0.675242,0.670035,1.011725,0.574884,1.945328,0.005000,1.334951
0.307359,0.345036,0.300676,0.638956,0.729295,0.607961,0.970674,0.000010,2.165666,0.005000,1.167798
0.307881,0.311469,0.341585,0.725845,0.629233,0.702780,1.100051,0.000010,1.786630,0.005000,1.142570
0.329215,0.309108,0.263394,0.656357,0.716049,0.686356,0.957030,0.609572,95.915385,0.005000,1.524776
0.362659,0.310535,0.273401,0.734810,0.692437,0.719784,1.005521,0.980054,64.072239,0.005000,6.271583
0.285522,0.298045,0.291908,0.725046,0.672943,0.611258,0.871757,0.000010,1.794019,0.005000,1.265194
0.380953,0.243380,0.206736,0.667731,0.614352,0.680959,0.893332,0.994384,15.130692,0.005000,6.436880
0.288861,0.349700,0.323303,0.692761,0.697528,0.598957,1.020064,0.296768,2.291286,0.005000,1.271999
0.310437,0.312432,0.309344,0.652425,0.738935,0.761016,0.989680,0.000010,1.780248,0.005000,1.135773
0.266469,0.277472,0.292899,0.753590,0.744985,0.761227,1.016195,0.992128,1.847126,0.005000,6.553628
0.327257,0.274333,0.281876,0.593476,0.706459,0.673236,0.954351,0.000010,1.575684,0.005000,1.155301
0.313451,0.279499,0.255445,0.706187,0.714037,0.646048,1.174465,0.110550,1.210443,0.082381,1.373322
0.322572,0.316023,0.238351,0.664730,0.588705,0.623675,0.966577,0.000010,2.118054,0.005000,1.135289
0.314488,0.288354,0.274280,0.665267,0.652717,0.599344,1.028198,0.000010,1.926986,0.005000,1.117872
0.357952,0.297240,0.291800,0.654503,0.775852,0.617125,0.939455,0.983207,17.488234,0.005000,6.736475
0.244975,0.340033,0.261175,0.655725,0.765760,0.529687,0.936550,0.186842,1.516450,0.005000,1.126484
0.277831,0.320738,0.292069,0.723419,0.704881,0.754908,1.082073,0.950717,99.000000,1.770472,3.682840
0.347036,0.345842,0.276320,0.691471,0.591093,0.693320,1.047383,0.000010,1.816747,0.005000,1.184752
0.371027,0.271037,0.293663,0.769462,0.802313,0.637507,1.027774,0.982327,17.959435,0.005000,6.009699
0.278821,0.291538,0.263134,0.660826,0.735065,0.594644,1.037308,0.507481,1.325123,0.005000,1.200712
0.350028,0.275010,0.256776,0.634898,0.679333,0.585921,1.121208,0.000010,1.666136,0.005002,1.160584
0.335048,0.302752,0.270636,0.686356,0.687495,0.578255,0.920668,0.743089,1.711636,0.005000,1.688938
0.362081,0.341378,0.293261,0.728818,0.697072,0.644226,1.016533,0.983512,37.481604,0.005001,10.309132
0.298167,0.266891,0.276770,0.675349,0.757271,0.648989,1.151212,0.000010,1.634626,0.005000,1.232955
0.316423,0.276221,0.286633,0.899896,0.777150,0.587983,0.808873,0.976948,45.800875,0.005000,7.836066
0.312796,0.333205,0.335345,0.722322,0.644204,0.603075,1.008020,0.000010,1.837848,0.005005,1.173254
0.326917,0.322799,0.299064,0.696288,0.777937,0.651786,1.019536,0.000010,1.922872,0.005000,1.193014
0.349873,0.283500,0.215863,0.665610,0.664972,0.817778,1.043063,0.974980,12.906948,0.005000,5.020354
0.291051,0.266554,0.300135,0.675781,0.640701,0.587594,1.095238,0.000010,2.284669,0.005000,1.039584
0.326786,0.322923,0.256644,0.627085,0.640443,0.680891,0.938576,0.520769,40.792753,0.005000,1.446161
0.424842,0.311436,0.238687,0.660645,0.713299,0.682255,0.982634,0.000010,1.866729,0.005000,1.246503
0.370388,0.327027,0.314054,0.760035,0.672547,0.653451,0.989084,0.000010,2.487022,0.005000,1.335544
0.279241,0.340682,0.291207,0.686061,0.796417,0.670714,0.942199,0.109348,99.000000,38.087270,1.287505
0.322308,0.281919,0.296031,0.697229,0.702460,0.651070,1.079380,0.000010,1.895955,0.005000,1.140489
