0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.889840,0.004508,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.638800,0.118342,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.784487,0.059879,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.618112,0.140227,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.545619,0.407855,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.549129,0.182527,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.798628,0.186690,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.634343,0.342300,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.817304,0.040676,0.038727,568.697751
0.049518,0.019424,0.056228,0.023312,0.011142,0.017153,0.003934,0.010983,0.005126,0.004481,0.038225,0.045475,0.002984,0.013683,0.074190,0.110118,0.157551,0.092810,0.080822,0.100212,0.203334,5.149681,0.891300,0.067822,0.038727,568.697751
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.889840,0.004508,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.638800,0.118342,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.784487,0.059879,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.618112,0.140227,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.545619,0.407855,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.549129,0.182527,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.798628,0.186690,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.634343,0.342300,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.817304,0.040676,0.031458,563.647880
0.045168,0.012166,0.045137,0.018684,0.016781,0.021185,0.008393,0.011964,0.007049,0.002125,0.043371,0.046413,0.004549,0.023248,0.078076,0.128010,0.179074,0.101085,0.064132,0.098729,0.178706,6.500674,0.891300,0.067822,0.031458,563.647880
0.052513,0.040092,0.029360,0.023085,0.014816,0.009984,0.006824,0.010760,0.000004,0.000004,0.046552,0.034585,0.009248,0.018522,0.103865,0.110116,0.143738,0.102768,0.103578,0.153444,0.146040,5.166436,0.889840,0.004508,0.035687,467.122053
