5.032320, 0.097280,0.097280,0.097280,0.097280,0.097280,0.097280,0.097280,0.097280,0.097280,0.097280,0.027170, 0.055520,0.068540,0.077150,0.084480,0.091420,0.098460,0.106050,0.114900,0.126550,0.147530,3.940740
2.978570, 0.099700,0.099700,0.099700,0.099700,0.099700,0.099700,0.099700,0.099700,0.099700,0.099700,0.002960, 0.035200,0.045760,0.052930,0.059170,0.065140,0.071270,0.077970,0.085860,0.096370,0.115630,2.978810
3.394820, 0.092960,0.092960,0.092960,0.092960,0.092960,0.092960,0.092960,0.092960,0.092960,0.092960,0.070450, 0.071060,0.085560,0.095010,0.103000,0.110500,0.118060,0.126170,0.135560,0.147850,0.169790,1.000000
3.389930, 0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.100000,0.000010, 0.043720,0.055400,0.063230,0.069970,0.076390,0.082940,0.090060,0.098390,0.109430,0.129500,1.000000
4.330620, 0.098310,0.098310,0.098310,0.098310,0.098310,0.098310,0.098310,0.098310,0.098310,0.098310,0.016860, 0.058720,0.072070,0.080860,0.088340,0.095410,0.102560,0.110270,0.119240,0.131040,0.152230,2.187330
4.634340, 0.099090,0.099090,0.099090,0.099090,0.099090,0.099090,0.099090,0.099090,0.099090,0.099090,0.009120, 0.049550,0.061930,0.070160,0.077210,0.083900,0.090700,0.098060,0.106660,0.118020,0.138560,2.439010
5.395480, 0.094720,0.094720,0.094720,0.094720,0.094720,0.094720,0.094720,0.094720,0.094720,0.094720,0.052770, 0.057970,0.071250,0.080000,0.087450,0.094480,0.101610,0.109290,0.118240,0.130000,0.151150,1.000000
3.090310, 0.097590,0.097590,0.097590,0.097590,0.097590,0.097590,0.097590,0.097590,0.097590,0.097590,0.024140, 0.046910,0.058970,0.067030,0.073940,0.080510,0.087200,0.094450,0.102940,0.114150,0.134490,1.942800
4.054030, 0.096590,0.096590,0.096590,0.096590,0.096590,0.096590,0.096590,0.096590,0.096590,0.096590,0.034110, 0.050880,0.063400,0.071720,0.078840,0.085580,0.092440,0.099860,0.108510,0.119940,0.140580,2.565110
3.801370, 0.090560,0.090560,0.090560,0.090560,0.090560,0.090560,0.090560,0.090560,0.090560,0.090560,0.094360, 0.057500,0.070730,0.079450,0.086880,0.093900,0.101010,0.108670,0.117600,0.129340,0.150460,1.089400
3.243950, 0.099010,0.099010,0.099010,0.099010,0.099010,0.099010,0.099010,0.099010,0.099010,0.099010,0.009940, 0.039610,0.050760,0.058290,0.064800,0.071010,0.077370,0.084290,0.092420,0.103210,0.122910,3.163320
3.024260, 0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.067620, 0.054750,0.067690,0.076250,0.083550,0.090460,0.097460,0.105030,0.113850,0.125460,0.146390,1.199310
4.141550, 0.097470,0.097470,0.097470,0.097470,0.097470,0.097470,0.097470,0.097470,0.097470,0.097470,0.025320, 0.055050,0.068020,0.076600,0.083910,0.090840,0.097850,0.105430,0.114260,0.125890,0.146840,2.876320
2.749700, 0.098920,0.098920,0.098920,0.098920,0.098920,0.098920,0.098920,0.098920,0.098920,0.098920,0.010750, 0.050340,0.067720,0.079700,0.090180,0.100280,0.110670,0.122040,0.135450,0.153320,0.185950,3.918880
3.928480, 0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.093240,0.067560, 0.040980,0.052320,0.059950,0.066540,0.072820,0.079240,0.086230,0.094430,0.105310,0.125140,1.064120
2.884650, 0.095830,0.095830,0.095830,0.095830,0.095830,0.095830,0.095830,0.095830,0.095830,0.095830,0.041700, 0.065690,0.079720,0.088890,0.096670,0.103990,0.111380,0.119320,0.128540,0.140630,0.162260,1.000000
3.565250, 0.094610,0.094610,0.094610,0.094610,0.094610,0.094610,0.094610,0.094610,0.094610,0.094610,0.053860, 0.041440,0.052830,0.060500,0.067110,0.073420,0.079860,0.086870,0.095090,0.106000,0.125860,1.146830
3.157970, 0.093670,0.093670,0.093670,0.093670,0.093670,0.093670,0.093670,0.093670,0.093670,0.093670,0.063260, 0.053170,0.065940,0.074400,0.081630,0.088470,0.095420,0.102930,0.111680,0.123220,0.144030,1.432490
3.468810, 0.092680,0.092680,0.092680,0.092680,0.092680,0.092680,0.092680,0.092680,0.092680,0.092680,0.073180, 0.047180,0.059270,0.067350,0.074270,0.080860,0.087560,0.094820,0.103320,0.114550,0.134910,1.000000
3.027730, 0.097450,0.097450,0.097450,0.097450,0.097450,0.097450,0.097450,0.097450,0.097450,0.097450,0.025510, 0.052000,0.064650,0.073040,0.080210,0.087000,0.093900,0.101360,0.110070,0.121550,0.142280,2.918990
2.335750, 0.099400,0.099400,0.099400,0.099400,0.099400,0.099400,0.099400,0.099400,0.099400,0.099400,0.006050, 0.043010,0.054600,0.062380,0.069080,0.075470,0.081980,0.089060,0.097360,0.108370,0.128370,1.539000
3.783460, 0.099100,0.099100,0.099100,0.099100,0.099100,0.099100,0.099100,0.099100,0.099100,0.099100,0.008990, 0.058340,0.071650,0.080420,0.087890,0.094940,0.102080,0.109780,0.118730,0.130510,0.151680,4.373700
3.607560, 0.097760,0.097760,0.097760,0.097760,0.097760,0.097760,0.097760,0.097760,0.097760,0.097760,0.022390, 0.046720,0.058770,0.066810,0.073710,0.080280,0.086960,0.094200,0.102680,0.113890,0.134210,1.634390
2.917440, 0.094460,0.094460,0.094460,0.094460,0.094460,0.094460,0.094460,0.094460,0.094460,0.094460,0.055430, 0.038720,0.049750,0.057210,0.063660,0.069830,0.076150,0.083020,0.091100,0.101850,0.121460,1.000000
3.175470, 0.097740,0.097740,0.097740,0.097740,0.097740,0.097740,0.097740,0.097740,0.097740,0.097740,0.022560, 0.054600,0.067530,0.076080,0.083370,0.090280,0.097280,0.104840,0.113650,0.125260,0.146170,2.727960
3.943460, 0.095340,0.095340,0.095340,0.095340,0.095340,0.095340,0.095340,0.095340,0.095340,0.095340,0.046620, 0.057280,0.070490,0.079190,0.086610,0.093620,0.100720,0.108380,0.117300,0.129030,0.150130,1.339240
3.079370, 0.096900,0.096900,0.096900,0.096900,0.096900,0.096900,0.096900,0.096900,0.096900,0.096900,0.031020, 0.037770,0.048680,0.056070,0.062460,0.068580,0.074840,0.081670,0.089700,0.100380,0.119900,2.224390
