3.039520, 0.098100,0.098100,0.098100,0.098100,0.098100,0.098100,0.098100,0.098100,0.098100,0.098100,0.018990, 0.000000,0.000010,0.000300,0.002930,0.015900,0.060430,0.176340,0.405530,0.722830,0.966690,631.298410
2.615720, 0.096750,0.096750,0.096750,0.096750,0.096750,0.096750,0.096750,0.096750,0.096750,0.096750,0.032540, 0.000000,0.000010,0.000290,0.002710,0.014240,0.052970,0.153340,0.357430,0.665100,0.947790,3.507270
3.421920, 0.095520,0.095520,0.095520,0.095520,0.095520,0.095520,0.095520,0.095520,0.095520,0.095520,0.044800, 0.000000,0.000010,0.000240,0.002450,0.013620,0.052890,0.158030,0.374210,0.691760,0.958610,4.977710
2.957980, 0.084880,0.084880,0.084880,0.084880,0.084880,0.084880,0.084880,0.084880,0.084880,0.084880,0.151180, 0.000050,0.001240,0.005600,0.015250,0.032580,0.060690,0.104170,0.171090,0.279390,0.494670,1.795710
3.670730, 0.084240,0.084240,0.084240,0.084240,0.084240,0.084240,0.084240,0.084240,0.084240,0.084240,0.157570, 0.000140,0.001890,0.006490,0.014820,0.027930,0.047350,0.075630,0.117740,0.185800,0.330470,1.828160
2.753260, 0.089070,0.089070,0.089070,0.089070,0.089070,0.089070,0.089070,0.089070,0.089070,0.089070,0.109260, 0.000040,0.001240,0.006080,0.017450,0.038670,0.073950,0.129140,0.213900,0.347940,0.595590,2.090310
2.739070, 0.074210,0.074210,0.074210,0.074210,0.074210,0.074210,0.074210,0.074210,0.074210,0.074210,0.257850, 0.018750,0.026510,0.032050,0.036990,0.041830,0.046890,0.052500,0.059230,0.068370,0.085500,1.263170
3.084430, 0.097230,0.097230,0.097230,0.097230,0.097230,0.097230,0.097230,0.097230,0.097230,0.097230,0.027660, 0.000000,0.000030,0.000710,0.005230,0.023200,0.075030,0.192810,0.406040,0.698510,0.952790,9.815090
2.650460, 0.097890,0.097890,0.097890,0.097890,0.097890,0.097890,0.097890,0.097890,0.097890,0.097890,0.021140, 0.000000,0.000110,0.001550,0.008850,0.032330,0.089810,0.205220,0.399230,0.665840,0.931080,5.575750
2.932120, 0.083840,0.083840,0.083840,0.083840,0.083840,0.083840,0.083840,0.083840,0.083840,0.083840,0.161640, 0.000410,0.003580,0.009920,0.019750,0.033690,0.052850,0.079240,0.116910,0.176000,0.299820,1.875360
2.476430, 0.095650,0.095650,0.095650,0.095650,0.095650,0.095650,0.095650,0.095650,0.095650,0.095650,0.043460, 0.000000,0.000120,0.001450,0.007690,0.026640,0.071450,0.160880,0.316980,0.556700,0.865720,4.180190
2.697310, 0.097870,0.097870,0.097870,0.097870,0.097870,0.097870,0.097870,0.097870,0.097870,0.097870,0.021340, 0.000000,0.000010,0.000210,0.002110,0.011920,0.046890,0.142280,0.344650,0.658680,0.948280,15.765840
2.593490, 0.088690,0.088690,0.088690,0.088690,0.088690,0.088690,0.088690,0.088690,0.088690,0.088690,0.113070, 0.000030,0.000960,0.004750,0.013670,0.030420,0.058460,0.102860,0.172350,0.285870,0.510940,2.168130
2.983350, 0.081480,0.081480,0.081480,0.081480,0.081480,0.081480,0.081480,0.081480,0.081480,0.081480,0.185220, 0.001150,0.005810,0.012630,0.021550,0.032870,0.047270,0.066000,0.091670,0.130920,0.213120,1.313980
3.145680, 0.085050,0.085050,0.085050,0.085050,0.085050,0.085050,0.085050,0.085050,0.085050,0.085050,0.149500, 0.000180,0.002190,0.007110,0.015680,0.028800,0.047870,0.075260,0.115610,0.180400,0.317970,1.576870
3.275640, 0.082020,0.082020,0.082020,0.082020,0.082020,0.082020,0.082020,0.082020,0.082020,0.082020,0.179780, 0.000350,0.003540,0.010560,0.022030,0.038840,0.062460,0.095430,0.142780,0.216790,0.368260,1.663550
