0.022271,0.005517,0.011060,0.000004,0.011051,0.022235,0.005517,0.005518,0.005532,0.016675,0.005517,0.000004,0.000005,0.000004,0.005516,0.000004,0.005518,0.005515,0.005517,0.000004,54.491105,0.000000,0.000000,0.445621,3.707775
0.033861,0.005563,0.005565,0.005565,0.000004,0.005565,0.005565,0.005567,0.000004,0.000004,0.000004,0.011190,0.011162,0.000004,0.028143,0.005569,0.000004,0.005564,0.000004,0.005564,25.170417,0.000000,0.000000,1.000000,10.912394
0.011210,0.005588,0.000004,0.016874,0.011210,0.016865,0.000004,0.005590,0.005614,0.011231,0.005588,0.000004,0.000004,0.000004,0.016866,0.000004,0.016864,0.016849,0.000004,0.005589,56.162600,0.000000,0.000000,1.000000,5.790975
0.005537,0.005537,0.000004,0.000004,0.000004,0.016693,0.000004,0.000004,0.011186,0.005543,0.000004,0.000004,0.005537,0.000004,0.011103,0.005541,0.011106,0.000004,0.005536,0.005537,14.696766,0.000000,0.000000,1.000000,2.776544
0.005627,0.000004,0.000004,0.000004,0.016963,0.000004,0.000004,0.011277,0.000004,0.011290,0.016963,0.011343,0.005624,0.000004,0.022664,0.005627,0.005625,0.005625,0.005624,0.000004,22.930468,0.000000,0.000001,1.000000,2.524471
0.005481,0.005480,0.010995,0.000004,0.005482,0.010989,0.000004,0.000004,0.005504,0.000005,0.010988,0.000004,0.000004,0.000004,0.016528,0.016554,0.010991,0.005481,0.010989,0.000004,41.243513,0.000000,0.000000,1.000000,3.056907
0.022224,0.005508,0.000004,0.000004,0.000004,0.016620,0.000004,0.000004,0.005538,0.000004,0.005509,0.011084,0.005509,0.000004,0.005509,0.000004,0.011051,0.011049,0.016625,0.005510,13.639820,0.000000,0.000000,1.000000,389.653709
0.016861,0.000004,0.005592,0.005593,0.011206,0.011214,0.011212,0.000004,0.000004,0.011222,0.011206,0.005598,0.005592,0.000004,0.016848,0.011228,0.005592,0.000004,0.000004,0.011214,57.974902,0.000002,0.000005,1.000000,2.951163
0.033775,0.016758,0.000004,0.000004,0.000004,0.016763,0.005562,0.005564,0.000004,0.022448,0.005561,0.016848,0.005559,0.000004,0.011148,0.005565,0.016772,0.011149,0.011155,0.005564,22.029001,0.000000,0.000000,1.000000,2.412203
0.011091,0.011086,0.000004,0.000004,0.005532,0.016676,0.000004,0.011097,0.000004,0.000004,0.000004,0.022463,0.000004,0.000004,0.027949,0.005536,0.016671,0.011086,0.016669,0.005530,14.736313,0.000000,0.000000,1.000000,13.035460
0.005545,0.000004,0.000004,0.000004,0.005544,0.005543,0.005543,0.022375,0.000004,0.011134,0.000004,0.011153,0.016709,0.000004,0.005543,0.000004,0.000004,0.000004,0.000004,0.005543,15.310651,0.000000,0.000000,1.000000,3.663670
0.017001,0.000004,0.005634,0.011306,0.005634,0.017001,0.005634,0.017014,0.005656,0.011317,0.011299,0.000004,0.005633,0.000004,0.040124,0.005639,0.017004,0.005633,0.005634,0.000004,81.107973,0.000000,0.000000,1.000000,4.807942
0.000004,0.005562,0.000004,0.011156,0.000004,0.022386,0.005565,0.005564,0.000004,0.005566,0.011147,0.000005,0.011143,0.000004,0.016770,0.000004,0.022411,0.005564,0.000004,0.000004,999.000000,1.000000,0.000000,1.000000,30.999092
0.000004,0.000004,0.022445,0.005578,0.000004,0.022451,0.000004,0.000004,0.011260,0.005580,0.005575,0.000004,0.000004,0.000004,0.000004,0.011191,0.011183,0.011177,0.005575,0.000004,19.676167,0.000000,0.000000,1.000000,2.519855
0.000004,0.005623,0.005624,0.005624,0.011284,0.011282,0.016977,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.016980,0.011290,0.011281,0.016945,0.005622,0.005622,999.000000,0.000000,0.000000,1.000000,5.266390
0.000004,0.000004,0.011137,0.011148,0.011132,0.005554,0.005554,0.011142,0.011203,0.005558,0.005554,0.000004,0.005553,0.000004,0.022374,0.022429,0.016745,0.005554,0.005554,0.011139,32.266937,0.000000,0.000000,1.000000,2.562254
0.045103,0.005532,0.016690,0.005534,0.000004,0.011099,0.011099,0.000004,0.000005,0.000005,0.000004,0.011127,0.005534,0.000004,0.016689,0.005538,0.011099,0.000004,0.000004,0.005534,29.299529,0.000000,0.000000,1.000000,12.284103
0.022272,0.011076,0.005523,0.011080,0.000004,0.011074,0.000005,0.005523,0.000004,0.000005,0.016655,0.011118,0.005522,0.000004,0.005523,0.011100,0.016661,0.011069,0.000004,0.011076,31.037197,0.000000,0.000000,1.000000,5.666332
0.005488,0.011022,0.022186,0.000004,0.005488,0.016585,0.000004,0.011014,0.000004,0.005491,0.000004,0.000004,0.000004,0.000004,0.005488,0.000004,0.000004,0.016564,0.005488,0.000004,999.000000,0.000000,0.000000,1.000000,8.160331
