6.583250,0.941940,0.047840,0.010220,0.061460,1.000000,20.431920
7.487170,0.923280,0.070570,0.006150,0.045630,1.000000,41.673760
5.347730,0.893190,0.058810,0.048010,0.072060,1.000000,1.000000
4.363190,0.922130,0.040680,0.037190,0.082540,1.000000,1.000000
4.885190,0.889130,0.069880,0.040990,0.038910,1.000000,1.000000
8.172520,0.916310,0.072430,0.011260,0.028920,1.000000,58.032290
8.266280,0.983160,0.012620,0.004220,0.053880,1.000000,1.000000
14.940490,0.865380,0.128760,0.005860,0.016370,1.000000,73.471000
5.134350,0.948680,0.015310,0.036010,0.074910,1.000000,3.816000
8.787230,0.916220,0.077630,0.006150,0.076280,1.000000,59.419550
5.657230,0.940050,0.000000,0.059950,0.082970,1.000000,1.362500
7.445610,0.918150,0.043220,0.038630,0.046800,1.000000,1.000000
6.911920,0.899110,0.077350,0.023540,0.078100,1.000000,4.869400
6.268670,0.910410,0.011260,0.078330,0.050520,1.000000,1.000000
6.253720,0.876230,0.078020,0.045760,0.040800,1.000000,1.000000
4.311300,0.923320,0.044180,0.032500,0.077410,1.000000,1.000000
6.679440,0.930780,0.038030,0.031190,0.046330,1.000000,1.000000
7.989210,0.971890,0.000000,0.028110,0.041950,1.000000,3.962220
7.819210,0.920980,0.009040,0.069980,0.035320,1.000000,1.000000
6.391680,0.860560,0.134040,0.005400,0.049030,1.000000,82.779560
3.854140,0.913310,0.081310,0.005380,0.066440,1.000000,28.509390
3.448400,0.945530,0.002400,0.052070,0.078490,1.000000,1.620950
5.062160,0.871470,0.122450,0.006080,0.048790,1.000000,35.661270
6.392500,0.875600,0.066690,0.057710,0.040300,1.000000,1.000000
5.050920,0.869590,0.089570,0.040840,0.062680,1.000000,7.000380
5.472210,0.917610,0.075740,0.006650,0.059530,1.000000,37.000030
5.936770,0.932540,0.056460,0.011000,0.044790,1.000000,42.591620
6.230610,0.937830,0.051590,0.010580,0.049950,1.000000,22.759250
6.344310,0.946710,0.048000,0.005300,0.071530,1.000000,29.020230
6.451400,0.967040,0.020220,0.012750,0.054090,1.000000,1.000000
6.107860,0.934250,0.030490,0.035260,0.089380,1.000000,6.746380
6.200320,0.948480,0.010380,0.041140,0.085530,1.000000,3.017970
4.306870,0.861680,0.091340,0.046980,0.035570,1.000000,1.000000
5.613500,0.933050,0.053980,0.012970,0.065750,1.000000,7.988970
6.559360,0.904360,0.084500,0.011150,0.072580,1.000000,38.123360
5.795320,0.948740,0.024250,0.027000,0.082000,1.000000,1.000000
6.327530,0.849700,0.086800,0.063490,0.037500,1.000000,1.000000
5.391120,0.858690,0.136130,0.005180,0.042890,1.000000,38.836610
6.206920,0.930520,0.055210,0.014270,0.055030,1.000000,25.879220
6.394460,0.953290,0.018770,0.027940,0.046800,1.000000,1.000000
5.144360,0.852150,0.142290,0.005560,0.047950,1.000000,32.791400
5.702630,0.974430,0.012060,0.013510,0.064630,1.000000,1.000000
6.661890,0.972510,0.013050,0.014430,0.064800,1.000000,3.595080
5.255420,0.936390,0.042880,0.020730,0.080890,1.000000,40.416400
5.607860,0.895880,0.088040,0.016070,0.073460,1.000000,26.262910
6.370810,0.913080,0.041250,0.045680,0.047570,1.000000,1.000000
4.673130,0.945510,0.023820,0.030670,0.038190,1.000000,1.000000
5.529320,0.928090,0.037110,0.034800,0.083690,1.000000,1.000000
5.540050,0.769010,0.122690,0.108300,0.031500,1.000000,1.000000
5.952010,0.831570,0.124210,0.044220,0.064250,1.000000,7.924410
5.493500,0.779370,0.116740,0.103890,0.063830,1.000000,1.000000
4.754730,0.886360,0.063910,0.049730,0.070640,1.000000,1.000000
5.903330,0.960520,0.027850,0.011630,0.060590,1.000000,36.389460
6.590240,0.958090,0.036820,0.005080,0.054520,1.000000,36.822150
8.677570,0.915030,0.080020,0.004950,0.038050,1.000000,35.211160
4.177240,0.967670,0.016450,0.015880,0.059790,1.000000,1.000000
5.056300,0.882870,0.101820,0.015310,0.065400,1.000000,56.518020
5.106850,0.879170,0.081600,0.039230,0.048360,1.000000,1.000000
7.968100,0.866070,0.102720,0.031200,0.036930,1.000000,1.000000
6.769230,0.931590,0.058120,0.010300,0.047120,1.000000,52.774250
4.261800,0.953550,0.025870,0.020580,0.069920,1.000000,1.000000
5.153780,0.872000,0.116650,0.011340,0.036720,1.000000,40.372320
7.289330,0.914860,0.051350,0.033800,0.051730,1.000000,1.000000
4.146910,0.889990,0.098870,0.011140,0.064340,1.000000,6.821480
5.916790,0.918560,0.075990,0.005450,0.068810,1.000000,38.519040
5.394420,0.883720,0.105970,0.010310,0.053630,1.000000,28.820760
4.697110,0.951410,0.037920,0.010670,0.054130,1.000000,21.253520
6.230660,0.954540,0.040030,0.005430,0.042700,1.000000,35.845070
6.956050,0.963850,0.030250,0.005900,0.037910,1.000000,38.613670
4.975520,0.920680,0.000000,0.079320,0.062990,1.000000,1.502240
5.731180,0.917050,0.043280,0.039670,0.065250,1.000000,1.000000
7.662650,0.886080,0.093030,0.020890,0.050080,1.000000,26.149670
4.657860,0.868060,0.125970,0.005980,0.055130,1.000000,58.013780
7.345670,0.926130,0.050010,0.023860,0.071600,1.000000,49.306120
7.533750,0.922200,0.065180,0.012620,0.037060,1.000000,27.193830
4.872430,0.921410,0.046710,0.031880,0.061270,1.000000,1.000000
5.902350,0.894510,0.067620,0.037870,0.052660,1.000000,1.000000
4.510770,0.920730,0.043800,0.035470,0.052220,1.000000,1.000000
5.793390,0.932070,0.052520,0.015410,0.049670,1.000000,47.409810
6.239110,0.925340,0.068360,0.006310,0.052060,1.000000,56.809110
7.762830,0.915800,0.038450,0.045750,0.059590,1.000000,1.000000
6.193600,0.841300,0.153250,0.005460,0.079850,1.000000,27.337320
6.225490,0.912840,0.080690,0.006460,0.055870,1.000000,21.475190
6.583500,0.949020,0.001740,0.049240,0.067230,1.000000,4.114090
5.284700,0.907080,0.086940,0.005980,0.039120,1.000000,39.126350
6.154650,0.878340,0.057440,0.064220,0.051310,1.000000,1.000000
7.598020,0.903990,0.084400,0.011610,0.030750,1.000000,29.170000
4.672040,0.887290,0.105620,0.007090,0.054960,1.000000,17.244890
