5.953730, 0.091140,0.091140,0.091140,0.091140,0.091140,0.091140,0.091140,0.091140,0.091140,0.091140,0.088580, 0.067320,0.081500,0.090760,0.098600,0.105980,0.113420,0.121420,0.130690,0.142840,0.164570,1.814520
6.025370, 0.096880,0.096880,0.096880,0.096880,0.096880,0.096880,0.096880,0.096880,0.096880,0.096880,0.031200, 0.091680,0.107810,0.118160,0.126840,0.134930,0.143040,0.151690,0.161650,0.174590,0.197480,4.092910
4.052060, 0.099570,0.099570,0.099570,0.099570,0.099570,0.099570,0.099570,0.099570,0.099570,0.099570,0.004330, 0.000000,0.000000,0.000000,0.000000,0.000050,0.001470,0.023330,0.215830,0.779410,0.997370,21.445890
4.620490, 0.099600,0.099600,0.099600,0.099600,0.099600,0.099600,0.099600,0.099600,0.099600,0.099600,0.004020, 0.000000,0.000000,0.000000,0.000010,0.000350,0.004600,0.038480,0.214050,0.668180,0.984590,19.749620
4.901010, 0.091610,0.091610,0.091610,0.091610,0.091610,0.091610,0.091610,0.091610,0.091610,0.091610,0.083930, 0.000000,0.000000,0.000000,0.000000,0.000000,0.000020,0.001120,0.029410,0.384760,0.980470,1.448880
5.888140, 0.096520,0.096520,0.096520,0.096520,0.096520,0.096520,0.096520,0.096520,0.096520,0.096520,0.034810, 0.000010,0.000670,0.004300,0.014710,0.036980,0.077720,0.145700,0.253530,0.422680,0.706300,2.541650
5.595760, 0.085250,0.085250,0.085250,0.085250,0.085250,0.085250,0.085250,0.085250,0.085250,0.085250,0.147490, 0.041020,0.052360,0.060000,0.066590,0.072870,0.079300,0.086280,0.094490,0.105370,0.125200,1.674270
5.216830, 0.096280,0.096280,0.096280,0.096280,0.096280,0.096280,0.096280,0.096280,0.096280,0.096280,0.037240, 0.028580,0.052450,0.071870,0.090410,0.109410,0.129920,0.153250,0.181680,0.220660,0.293380,3.537360
4.676910, 0.099870,0.099870,0.099870,0.099870,0.099870,0.099870,0.099870,0.099870,0.099870,0.099870,0.001320, 0.000000,0.000000,0.000000,0.000030,0.000580,0.006630,0.049350,0.245390,0.695090,0.985870,19.262980
5.290440, 0.099520,0.099520,0.099520,0.099520,0.099520,0.099520,0.099520,0.099520,0.099520,0.099520,0.004750, 0.000000,0.000000,0.000020,0.000410,0.003450,0.018950,0.076680,0.239800,0.567120,0.930970,16.088970
